peg_x,peg_y,success
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.249649,-0.050683,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,0
0.192034,-0.119956,1
0.192034,-0.119956,0
0.089709,0.013196,1
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,1
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.089709,0.013196,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.242581,0.103687,0
0.242581,0.103687,0
0.242581,0.103687,1
0.242581,0.103687,1
0.230800,0.118043,0
0.230800,0.118043,0
0.230800,0.118043,0
0.230800,0.118043,1
0.230800,0.118043,0
0.230800,0.118043,1
0.230800,0.118043,1
0.230800,0.118043,0
0.230800,0.118043,1
0.230800,0.118043,1
0.230800,0.118043,1
0.230800,0.118043,1
0.230800,0.118043,0
0.230800,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,1
0.230799,0.118043,0
0.230799,0.118043,1
0.230799,0.118043,1
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,1
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,1
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,0
0.230799,0.118043,1
0.230799,0.118043,0
0.230800,0.118043,1
