peg_x,peg_y,success,file,demo,radial,depth,upright
0.11183,-0.08956,0,gen_skillgen_failed.hdf5,demo_4,0.05634,0.00000,-0.7013
0.22110,0.06453,0,gen_skillgen_failed.hdf5,demo_40,0.01120,0.01541,0.9983
0.21539,0.02872,0,gen_skillgen_failed.hdf5,demo_41,0.14642,0.00000,0.9668
0.18797,-0.09148,0,gen_skillgen_failed.hdf5,demo_42,0.01138,0.01479,0.7090
0.18507,0.02936,0,gen_skillgen_failed.hdf5,demo_43,0.12311,0.00000,0.9988
0.20882,0.06331,0,gen_skillgen_failed.hdf5,demo_44,0.07794,0.00000,-0.8089
0.20240,0.02136,0,gen_skillgen_failed.hdf5,demo_45,0.14424,0.00000,0.9995
0.24755,-0.04658,0,gen_skillgen_failed.hdf5,demo_46,0.00921,0.00937,1.0000
0.10438,-0.03822,0,gen_skillgen_failed.hdf5,demo_47,0.09546,0.00000,0.0000
0.11754,-0.11603,0,gen_skillgen_failed.hdf5,demo_48,0.00833,0.00722,0.9658
0.09449,-0.06343,0,gen_skillgen_failed.hdf5,demo_49,0.01101,0.01527,0.6985
0.15810,-0.09276,0,gen_skillgen_failed.hdf5,demo_5,0.01046,0.01648,0.9999
0.23373,0.00209,0,gen_skillgen_failed.hdf5,demo_50,0.15572,0.00000,0.9976
0.22473,-0.00506,0,gen_skillgen_failed.hdf5,demo_51,0.06728,0.00000,-0.9913
0.19124,-0.01591,0,gen_skillgen_failed.hdf5,demo_52,0.06770,0.00000,-0.3528
0.19033,0.09913,0,gen_skillgen_failed.hdf5,demo_53,0.07185,0.00000,0.9257
0.16745,0.01129,0,gen_skillgen_failed.hdf5,demo_54,0.01456,0.01075,0.6390
0.24463,0.10931,0,gen_skillgen_failed.hdf5,demo_55,0.07262,0.00000,-0.9503
0.14829,0.00801,0,gen_skillgen_failed.hdf5,demo_56,0.11113,0.00000,0.9993
0.12208,-0.07892,0,gen_skillgen_failed.hdf5,demo_57,0.09644,0.00000,-0.0000
0.20949,0.04219,0,gen_skillgen_failed.hdf5,demo_58,0.01077,-0.00004,0.9968
0.10849,-0.08706,0,gen_skillgen_failed.hdf5,demo_59,0.19761,0.00000,0.9958
0.18053,0.00734,0,gen_skillgen_failed.hdf5,demo_6,0.01906,0.00000,-0.0000
0.11082,-0.07003,0,gen_skillgen_failed.hdf5,demo_60,0.18016,0.00000,1.0000
0.16739,-0.09615,0,gen_skillgen_failed.hdf5,demo_61,0.01147,0.01542,0.6458
0.17559,-0.02960,0,gen_skillgen_failed.hdf5,demo_62,0.01522,0.00643,0.8828
0.24020,0.00150,0,gen_skillgen_failed.hdf5,demo_63,0.24132,0.00000,0.0000
0.24840,0.00616,0,gen_skillgen_failed.hdf5,demo_64,0.18157,0.00000,0.9999
0.10360,-0.03150,0,gen_skillgen_failed.hdf5,demo_65,0.13621,0.00000,0.9983
0.20740,-0.06550,0,gen_skillgen_failed.hdf5,demo_66,0.19912,0.00000,0.9999
0.23202,-0.09384,0,gen_skillgen_failed.hdf5,demo_67,0.01065,0.01547,0.7109
0.25454,-0.11703,0,gen_skillgen_failed.hdf5,demo_68,0.06336,0.00000,1.0000
0.16431,0.00187,0,gen_skillgen_failed.hdf5,demo_69,0.07484,0.00000,0.0000
0.24242,0.07086,0,gen_skillgen_failed.hdf5,demo_7,0.15614,0.00000,0.9998
0.15575,0.03753,0,gen_skillgen_failed.hdf5,demo_70,0.09593,0.00000,-0.0000
0.22796,0.10248,0,gen_skillgen_failed.hdf5,demo_71,0.13623,0.00000,0.9996
0.10392,-0.06109,0,gen_skillgen_failed.hdf5,demo_72,0.21331,0.00000,0.9922
0.13240,-0.10269,0,gen_skillgen_failed.hdf5,demo_73,0.00979,0.00461,0.8999
0.17102,0.00487,0,gen_skillgen_failed.hdf5,demo_74,0.01061,0.01590,1.0000
0.25218,0.06651,0,gen_skillgen_failed.hdf5,demo_75,0.12590,0.00000,0.0000
0.13513,-0.01374,0,gen_skillgen_failed.hdf5,demo_76,0.01119,0.01463,0.7284
0.19075,0.09635,0,gen_skillgen_failed.hdf5,demo_77,0.15216,0.00000,-0.0000
0.25200,-0.00198,0,gen_skillgen_failed.hdf5,demo_78,0.09252,0.00000,-0.0000
0.20365,-0.06956,0,gen_skillgen_failed.hdf5,demo_79,0.04285,0.00000,0.9370
0.23587,0.04827,0,gen_skillgen_failed.hdf5,demo_8,0.01062,-0.00094,0.9788
0.16404,-0.09088,0,gen_skillgen_failed.hdf5,demo_80,0.01092,0.01419,0.9997
0.19434,0.07035,0,gen_skillgen_failed.hdf5,demo_81,0.06376,0.00000,-0.8839
0.17561,0.09327,0,gen_skillgen_failed.hdf5,demo_82,0.05302,0.00000,-0.9623
0.12859,-0.03856,0,gen_skillgen_failed.hdf5,demo_83,0.01070,0.01443,0.7638
0.16113,0.03659,0,gen_skillgen_failed.hdf5,demo_84,0.09407,0.00000,1.0000
0.19811,0.01757,0,gen_skillgen_failed.hdf5,demo_85,0.13473,0.00000,0.9970
